Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed,Running Balance
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,9,$0.95,($855.00),N,"$10,576.44"
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,1,$0.95,($95.00),N,"$11,431.44"
07/06/2021,07/06/2021,07/06/2021,Margin,,FDIC Sweep Journal,FSWP,--,,"$2,206.64",N,"$11,526.44"
07/06/2021,07/06/2021,07/06/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,"($2,206.64)",N,"$9,319.80"
07/06/2021,07/06/2021,07/06/2021,Margin,,ACH Withdrawal,ACH,--,,"($22,000.00)",N,"$11,526.44"
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,11,$1.16,"($1,276.00)",N,"$33,526.44"
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,13,$1.16,"($1,508.00)",N,"$34,802.44"
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,12,$1.16,"($1,392.00)",N,"$36,310.44"
07/06/2021,07/06/2021,07/07/2021,Margin,SNAP,SNAP 2021-07-09 Call $70.00,BTO,4,$1.16,($464.00),N,"$37,702.44"
07/06/2021,07/06/2021,07/07/2021,Margin,AMZN,"AMZN 2021-07-09 Call $3,550.00",STC,-4,$89.90,"$35,959.80",N,"$38,166.44"
07/06/2021,07/06/2021,07/06/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$220.00,N,"$2,206.64"
07/06/2021,07/06/2021,07/06/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($220.00),N,"$1,986.64"
07/02/2021,07/02/2021,07/06/2021,Margin,--,Option Expiration for BMY 2021-07-02 call $68.00,OEXP,100S,,--,N,"$2,206.64"
07/02/2021,07/02/2021,07/06/2021,Margin,AMZN,"AMZN 2021-07-09 Call $3,550.00",BTO,4,$15.70,"($6,280.00)",N,"$2,206.64"
07/02/2021,07/02/2021,07/02/2021,Margin,,ACH Deposit,ACH,--,,"$6,500.00",N,"$8,486.64"
06/30/2021,06/30/2021,06/30/2021,Sweep,,Interest Payment,INT,--,,$0.41,N,"$1,986.64"
06/30/2021,06/30/2021,06/30/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$738.00,N,"$1,986.23"
06/30/2021,06/30/2021,06/30/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($738.00),N,"$1,248.23"
06/29/2021,06/29/2021,06/30/2021,Margin,AMC,AMC 2021-07-09 Call $70.00,BTO,1,$3.69,($369.00),N,"$1,986.23"
06/29/2021,06/29/2021,06/30/2021,Margin,AMC,AMC 2021-07-09 Call $70.00,BTO,1,$3.69,($369.00),N,"$2,355.23"
06/28/2021,06/28/2021,06/28/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$2,331.83",N,"$2,724.23"
06/28/2021,06/28/2021,06/28/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($2,331.83)",N,$392.40
06/25/2021,06/25/2021,06/28/2021,Margin,--,"Option Expiration for AMZN 2021-06-25 call $3,550.00",OEXP,4S,,--,N,"$2,724.23"
06/25/2021,06/25/2021,06/28/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,10,$0.21,($210.00),N,"$2,724.23"
06/25/2021,06/25/2021,06/28/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,8,$0.20,($160.00),N,"$2,934.23"
06/25/2021,06/25/2021,06/28/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,14,$0.20,($280.00),N,"$3,094.23"
06/25/2021,06/25/2021,06/28/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,18,$0.21,($378.00),N,"$3,374.23"
06/25/2021,06/25/2021,06/28/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,STC,-24,$0.56,"$1,343.94",N,"$3,752.23"
06/25/2021,06/25/2021,06/28/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,STC,-1,$0.56,$55.98,N,"$2,408.29"
06/25/2021,06/25/2021,06/28/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,STC,-31,$0.56,"$1,735.93",N,"$2,352.31"
06/25/2021,06/25/2021,06/28/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,STC,-4,$0.56,$223.98,N,$616.38
06/24/2021,06/24/2021,06/24/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$152.00,N,$392.40
06/24/2021,06/24/2021,06/24/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($152.00),N,$240.40
06/23/2021,06/23/2021,06/24/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,1,$0.68,($68.00),N,$392.40
06/23/2021,06/23/2021,06/24/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,5,$0.68,($340.00),N,$460.40
06/23/2021,06/23/2021,06/24/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,10,$0.60,($600.00),N,$800.40
06/23/2021,06/23/2021,06/24/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,4,$0.60,($240.00),N,"$1,400.40"
06/23/2021,06/23/2021,06/23/2021,Margin,,ACH Deposit,ACH,--,,"$1,400.00",N,"$1,640.40"
06/22/2021,06/22/2021,06/22/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$1,960.00",N,$240.40
06/22/2021,06/22/2021,06/22/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($1,960.00)",N,"($1,719.60)"
06/21/2021,06/21/2021,06/22/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,1,$0.49,($49.00),N,$240.40
06/21/2021,06/21/2021,06/22/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,6,$0.49,($294.00),N,$289.40
06/21/2021,06/21/2021,06/22/2021,Margin,SNAP,SNAP 2021-06-25 Call $67.00,BTO,33,$0.49,"($1,617.00)",N,$583.40
06/18/2021,06/18/2021,06/21/2021,Margin,--,Option Expiration for BMY 2021-06-18 call $68.00,OEXP,100S,,--,N,"$2,200.40"
06/18/2021,06/18/2021,06/21/2021,Margin,--,Option Expiration for BMY 2021-06-18 call $67.50,OEXP,60S,,--,N,"$2,200.40"
06/18/2021,06/18/2021,06/18/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$2,084.73",N,"$2,200.40"
06/18/2021,06/18/2021,06/18/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($2,084.73)",N,$115.67
06/17/2021,06/17/2021,06/17/2021,Margin,,ACH Withdrawal,ACH,--,,"($39,811.00)",N,"$2,200.40"
06/17/2021,06/17/2021,06/18/2021,Margin,AMZN,"AMZN 2021-06-25 Call $3,550.00",BTO,4,$20.36,"($8,144.00)",N,"$42,011.40"
06/17/2021,06/17/2021,06/18/2021,Margin,AMZN,"AMZN 2021-06-25 Call $3,430.00",STC,-6,$83.40,"$50,039.73",N,"$50,155.40"
06/15/2021,06/15/2021,06/16/2021,Margin,BMY,BMY 2021-06-18 Call $68.00,BTO,100,$0.22,"($2,200.00)",N,$115.67
06/15/2021,06/15/2021,06/15/2021,Margin,,ACH Deposit,ACH,--,,"$2,200.00",N,"$2,315.67"
06/11/2021,06/11/2021,06/11/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$3,250.00",N,$115.67
06/11/2021,06/11/2021,06/11/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($3,250.00)",N,"($3,134.33)"
06/10/2021,06/10/2021,06/11/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,25,$0.65,"($1,625.00)",N,$115.67
06/10/2021,06/10/2021,06/11/2021,Margin,BMY,BMY 2021-07-02 Call $68.00,BTO,25,$0.65,"($1,625.00)",N,"$1,740.67"
06/10/2021,06/10/2021,06/10/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,"$3,365.67"
06/10/2021,06/10/2021,06/10/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,"$3,360.67"
06/10/2021,06/10/2021,06/10/2021,Margin,,Gold Fee,GOLD,--,,($5.00),N,"$3,365.67"
06/09/2021,06/09/2021,06/09/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$6,780.00",N,"$3,370.67"
06/09/2021,06/09/2021,06/09/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($6,780.00)",N,"($3,409.33)"
06/08/2021,06/08/2021,06/09/2021,Margin,AMZN,"AMZN 2021-06-25 Call $3,430.00",BTO,6,$11.30,"($6,780.00)",N,"$3,370.67"
06/07/2021,06/07/2021,06/07/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$9,839.39",N,"$10,150.67"
06/07/2021,06/07/2021,06/07/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($9,839.39)",N,$311.28
06/04/2021,06/04/2021,06/04/2021,Margin,,ACH Withdrawal,ACH,--,,"($14,000.00)",N,"$10,150.67"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-46,$1.49,"$6,853.87",N,"$24,150.67"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-2,$1.49,$297.98,N,"$17,296.80"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-35,$1.49,"$5,214.90",N,"$16,998.82"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-2,$1.49,$297.98,N,"$11,783.92"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-1,$1.49,$148.98,N,"$11,485.94"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-2,$1.49,$297.98,N,"$11,336.96"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-1,$1.49,$148.98,N,"$11,038.98"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-7,$1.49,"$1,042.98",N,"$10,890.00"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-1,$1.49,$148.98,N,"$9,847.02"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-7,$1.49,"$1,042.98",N,"$9,698.04"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-10,$1.49,"$1,489.97",N,"$8,655.06"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-16,$1.49,"$2,383.95",N,"$7,165.09"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-3,$1.49,$446.98,N,"$4,781.14"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-7,$1.49,"$1,042.98",N,"$4,334.16"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-18,$1.49,"$2,681.94",N,"$3,291.18"
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-1,$1.49,$148.98,N,$609.24
06/04/2021,06/04/2021,06/07/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,STC,-1,$1.49,$148.98,N,$460.26
06/02/2021,06/02/2021,06/02/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$4,960.00",N,$311.28
06/02/2021,06/02/2021,06/02/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($4,960.00)",N,"($4,648.72)"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,13,$0.31,($403.00),N,$311.28
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,12,$0.31,($372.00),N,$714.28
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,7,$0.31,($217.00),N,"$1,086.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,11,$0.31,($341.00),N,"$1,303.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,6,$0.31,($186.00),N,"$1,644.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,10,$0.31,($310.00),N,"$1,830.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,5,$0.31,($155.00),N,"$2,140.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,6,$0.31,($186.00),N,"$2,295.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,12,$0.31,($372.00),N,"$2,481.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$2,853.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,5,$0.31,($155.00),N,"$2,884.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,2,$0.31,($62.00),N,"$3,039.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,4,$0.31,($124.00),N,"$3,101.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$3,225.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,6,$0.31,($186.00),N,"$3,256.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$3,442.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,5,$0.31,($155.00),N,"$3,473.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$3,628.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$3,659.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,12,$0.31,($372.00),N,"$3,690.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,2,$0.31,($62.00),N,"$4,062.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,9,$0.31,($279.00),N,"$4,124.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$4,403.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,3,$0.31,($93.00),N,"$4,434.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,7,$0.31,($217.00),N,"$4,527.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,5,$0.31,($155.00),N,"$4,744.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$4,899.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$4,930.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,1,$0.31,($31.00),N,"$4,961.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,5,$0.31,($155.00),N,"$4,992.28"
06/01/2021,06/01/2021,06/02/2021,Margin,IBM,IBM 2021-06-04 Call $146.00,BTO,4,$0.31,($124.00),N,"$5,147.28"
05/28/2021,05/28/2021,06/01/2021,Margin,--,Option Expiration for BMY 2021-05-28 call $68.00,OEXP,40S,,--,N,"$5,271.28"
05/28/2021,05/28/2021,05/28/2021,Sweep,,Interest Payment,INT,--,,$0.19,N,"$5,271.28"
05/28/2021,05/28/2021,05/28/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$5,000.00",N,"$5,271.09"
05/28/2021,05/28/2021,05/28/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($5,000.00)",N,$271.09
05/27/2021,05/27/2021,05/27/2021,Margin,,ACH Deposit,ACH,--,,"$5,000.00",N,"$5,271.09"
05/11/2021,05/11/2021,05/11/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,$271.09
05/11/2021,05/11/2021,05/11/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,$266.09
05/11/2021,05/11/2021,05/11/2021,Margin,,Gold Fee,GOLD,--,,($5.00),N,$271.09
05/10/2021,05/10/2021,05/10/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$220.00,N,$276.09
05/10/2021,05/10/2021,05/10/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($220.00),N,$56.09
05/07/2021,05/07/2021,05/10/2021,Margin,BMY,BMY 2021-06-18 Call $67.50,BTO,24,$0.63,"($1,512.00)",N,$276.09
05/07/2021,05/07/2021,05/10/2021,Margin,BMY,BMY 2021-06-18 Call $67.50,BTO,1,$0.63,($63.00),N,"$1,788.09"
05/07/2021,05/07/2021,05/10/2021,Margin,BMY,BMY 2021-06-18 Call $67.50,BTO,15,$0.63,($945.00),N,"$1,851.09"
05/07/2021,05/07/2021,05/10/2021,Margin,BMY,BMY 2021-06-18 Call $67.50,BTO,18,$0.63,"($1,134.00)",N,"$2,796.09"
05/07/2021,05/07/2021,05/10/2021,Margin,BMY,BMY 2021-06-18 Call $67.50,BTO,2,$0.63,($126.00),N,"$3,930.09"
05/07/2021,05/07/2021,05/07/2021,Margin,,ACH Deposit,ACH,--,,"$4,000.00",N,"$4,056.09"
04/30/2021,04/30/2021,04/30/2021,Sweep,,Interest Payment,INT,--,,$0.15,N,$56.09
04/21/2021,04/21/2021,04/21/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$100.00,N,$55.94
04/21/2021,04/21/2021,04/21/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($100.00),N,($44.06)
04/20/2021,04/20/2021,04/21/2021,Margin,BMY,BMY 2021-05-28 Call $68.00,BTO,20,$1.05,"($2,100.00)",N,$55.94
04/20/2021,04/20/2021,04/21/2021,Margin,BMY,BMY 2021-05-28 Call $68.00,BTO,20,$1.05,"($2,100.00)",N,"$2,155.94"
04/20/2021,04/20/2021,04/20/2021,Margin,,ACH Deposit,ACH,--,,"$4,100.00",N,"$4,255.94"
04/16/2021,04/16/2021,04/19/2021,Margin,--,Option Expiration for NFLX 2021-04-16 call $560.00,OEXP,8S,,--,N,$155.94
04/12/2021,04/12/2021,04/12/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,$155.94
04/12/2021,04/12/2021,04/12/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,$150.94
04/12/2021,04/12/2021,04/12/2021,Margin,,Gold Fee,GOLD,--,,($5.00),N,$155.94
04/12/2021,04/12/2021,04/12/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$1,924.12",N,$160.94
04/12/2021,04/12/2021,04/12/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($1,924.12)",N,"($1,763.18)"
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-2,$0.01,$1.98,N,$160.94
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-5,$0.01,$4.98,N,$158.96
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-2,$0.01,$1.98,N,$153.98
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-3,$0.01,$2.98,N,$152.00
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-6,$0.01,$5.98,N,$149.02
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,STC,-2,$0.01,$1.98,N,$143.04
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-16 Call $560.00,BTO,2,$5.82,"($1,164.00)",N,$141.06
04/09/2021,04/09/2021,04/09/2021,Margin,,ACH Deposit,ACH,--,,"$1,200.00",N,"$1,305.06"
04/09/2021,04/09/2021,04/09/2021,Margin,,ACH Deposit,ACH,--,,"$1,800.00",N,$105.06
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-16 Call $560.00,BTO,5,$6.30,"($3,150.00)",N,"($1,694.94)"
04/09/2021,04/09/2021,04/12/2021,Margin,NFLX,NFLX 2021-04-16 Call $560.00,BTO,1,$6.30,($630.00),N,"$1,455.06"
04/06/2021,04/06/2021,04/06/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$3,000.00",N,"$2,085.06"
04/06/2021,04/06/2021,04/06/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($3,000.00)",N,($914.94)
04/05/2021,04/05/2021,04/06/2021,Margin,NFLX,NFLX 2021-04-09 Call $560.00,BTO,20,$1.50,"($3,000.00)",N,"$2,085.06"
04/05/2021,04/05/2021,04/05/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$5,085.06",N,"$5,085.06"
04/05/2021,04/05/2021,04/05/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($5,085.06)",N,$0.00
04/01/2021,04/01/2021,04/05/2021,Margin,FB,FB 2021-04-01 Call $300.00,STC,-22,$2.80,"$6,159.92",N,"$5,085.06"
04/01/2021,04/01/2021,04/05/2021,Margin,FB,FB 2021-04-01 Call $300.00,STC,-5,$2.80,"$1,399.98",N,"($1,074.86)"
04/01/2021,04/01/2021,04/05/2021,Margin,FB,FB 2021-04-01 Call $300.00,STC,-2,$2.87,$573.98,N,"($2,474.84)"
04/01/2021,04/01/2021,04/05/2021,Margin,FB,FB 2021-04-01 Call $300.00,STC,-1,$2.87,$286.98,N,"($3,048.82)"
04/01/2021,04/01/2021,04/01/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$964.20,N,"($3,335.80)"
04/01/2021,04/01/2021,04/01/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($964.20),N,"($4,300.00)"
04/01/2021,04/01/2021,04/01/2021,Margin,,ACH Withdrawal,ACH,--,,"($4,300.00)",N,"($3,335.80)"
03/31/2021,03/31/2021,03/31/2021,Sweep,,Interest Payment,INT,--,,$0.30,N,$964.20
03/30/2021,03/30/2021,03/30/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$620.00,N,$963.90
03/30/2021,03/30/2021,03/30/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($620.00),N,$343.90
03/29/2021,03/29/2021,03/30/2021,Margin,FB,FB 2021-04-01 Call $300.00,BTO,10,$1.38,"($1,380.00)",N,$963.90
03/29/2021,03/29/2021,03/29/2021,Margin,,ACH Deposit,ACH,--,,"$2,000.00",N,"$2,343.90"
03/29/2021,03/29/2021,03/29/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$100.00,N,$343.90
03/29/2021,03/29/2021,03/29/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($100.00),N,$243.90
03/26/2021,03/26/2021,03/29/2021,Margin,--,Option Expiration for W 2021-03-26 call $360.00,OEXP,8S,,--,N,$343.90
03/26/2021,03/26/2021,03/29/2021,Margin,FB,FB 2021-04-01 Call $300.00,BTO,20,$0.55,"($1,100.00)",N,$343.90
03/26/2021,03/26/2021,03/26/2021,Margin,,ACH Deposit,ACH,--,,"$1,200.00",N,"$1,443.90"
03/22/2021,03/22/2021,03/22/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$1,200.00",N,$243.90
03/22/2021,03/22/2021,03/22/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($1,200.00)",N,($956.10)
03/19/2021,03/19/2021,03/22/2021,Margin,--,Option Expiration for W 2021-03-19 call $350.00,OEXP,20S,,--,N,$243.90
03/19/2021,03/19/2021,03/22/2021,Margin,W,W 2021-03-26 Call $360.00,BTO,8,$4.50,"($3,600.00)",N,$243.90
03/19/2021,03/19/2021,03/19/2021,Margin,,ACH Deposit,ACH,--,,"$2,400.00",N,"$3,843.90"
03/19/2021,03/19/2021,03/19/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$650.00,N,"$1,443.90"
03/19/2021,03/19/2021,03/19/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($650.00),N,$793.90
03/18/2021,03/18/2021,03/19/2021,Margin,W,W 2021-03-19 Call $350.00,BTO,2,$1.30,($260.00),N,"$1,443.90"
03/18/2021,03/18/2021,03/19/2021,Margin,W,W 2021-03-19 Call $350.00,BTO,3,$1.30,($390.00),N,"$1,703.90"
03/16/2021,03/16/2021,03/16/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"$3,000.00",N,"$2,093.90"
03/16/2021,03/16/2021,03/16/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"($3,000.00)",N,($906.10)
03/15/2021,03/15/2021,03/16/2021,Margin,W,W 2021-03-19 Call $350.00,BTO,15,$2.00,"($3,000.00)",N,"$2,093.90"
03/15/2021,03/15/2021,03/15/2021,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$5,093.90",N,"$5,093.90"
03/15/2021,03/15/2021,03/15/2021,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($5,093.90)",N,$0.00
03/12/2021,03/12/2021,03/12/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$94.00,N,"$5,093.90"
03/12/2021,03/12/2021,03/12/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($94.00),N,"$4,999.90"
03/12/2021,03/12/2021,03/12/2021,Margin,,ACH Withdrawal,ACH,--,,"($4,000.00)",N,"$5,093.90"
03/12/2021,03/12/2021,03/15/2021,Margin,CI,CI 2021-03-12 Call $235.00,STC,-17,$5.00,"$8,499.92",N,"$9,093.90"
03/12/2021,03/12/2021,03/15/2021,Margin,CI,CI 2021-03-12 Call $235.00,STC,-1,$5.00,$499.98,N,$593.98
03/12/2021,03/12/2021,03/12/2021,Margin,,FDIC Sweep Journal,FSWP,--,,$5.00,N,$94.00
03/12/2021,03/12/2021,03/12/2021,Sweep,,FDIC Sweep Journal,FSWP,--,,($5.00),N,$89.00
03/12/2021,03/12/2021,03/12/2021,Margin,,Gold Fee,GOLD,--,,($5.00),N,$94.00
